,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,occupancy_rate
2737,15961919,Rental unit in Madrid · ★4.89 · 2 bedrooms · 1 bed · 1 bath,3606346,José,Centro,Embajadores,40.40766,-3.69952,Entire home/apt,131,1,98,2023-05-27,1.24,7,63,36,0.8273972602739726
2738,15964159,Rental unit in Madrid · ★4.63 · 1 bedroom · 2 beds · 1 bath,1408525,Mad4Rent,Chamberí,Trafalgar,40.42941,-3.70269,Entire home/apt,111,3,20,2023-05-02,0.27,67,264,7,0.27671232876712326
2741,15617499,Rental unit in Madrid · ★4.83 · 1 bedroom · 1 bed · 1.5 baths,3483733,Marcela,San Blas - Canillejas,Simancas,40.43491,-3.61782,Private room,25,2,58,2023-02-06,0.73,3,7,1,0.9808219178082191
2744,15980723,Condo in Madrid · ★4.71 · 1 bedroom · 2 beds · 2 baths,60088973,Enrique,Centro,Embajadores,40.40868,-3.70729,Entire home/apt,116,5,107,2023-05-28,1.35,4,152,10,0.5835616438356165
2746,15984990,Rental unit in Madrid · ★4.95 · 1 bedroom · 2 beds · 1 bath,103860984,Francisco Javier,Centro,Palacio,40.41663,-3.71061,Entire home/apt,276,3,112,2023-05-29,1.41,1,156,16,0.5726027397260274
2749,15649818,Rental unit in Madrid · ★4.85 · 1 bedroom · 1 bed · 1 bath,42566468,Anitarentsahouse,Chamartín,Prosperidad,40.44396,-3.66836,Entire home/apt,130,10,43,2022-09-30,0.58,2,203,7,0.4438356164383562
2751,15651554,Rental unit in Madrid · ★4.32 · 1 bedroom · 1 bed · 1 bath,94085556,Ana,Centro,Universidad,40.42772,-3.70439,Entire home/apt,47,3,306,2023-05-27,3.86,1,254,51,0.3041095890410959
2752,15995740,Townhouse in Madrid · ★4.70 · 1 bedroom · 3 beds · 1 shared bath,14395069,Blanca,San Blas - Canillejas,Salvador,40.44320780122896,-3.6323466522775103,Private room,24,3,150,2023-06-03,1.88,2,351,10,0.038356164383561646
2753,15652156,Rental unit in Madrid · ★4.97 · 2 bedrooms · 2 beds · 2 baths,88114027,Michel,Centro,Sol,40.41528,-3.70641,Entire home/apt,127,1,285,2023-06-04,3.6,1,105,88,0.7123287671232876
2755,15653689,Home in Madrid · ★4.67 · 2 bedrooms · 2 beds · 1 bath,100909442,María J.,Retiro,Pacífico,40.40631,-3.67586,Entire home/apt,63,2,82,2023-05-31,1.22,2,41,55,0.8876712328767123
2757,16011916,Rental unit in Madrid · ★4.83 · 2 bedrooms · 3 beds · 2 baths,2931421,Daniel,Centro,Universidad,40.42498,-3.70379,Entire home/apt,140,2,173,2023-03-12,2.17,6,0,16,1.0
2758,15656460,Rental unit in Madrid · ★4.90 · 2 bedrooms · 3 beds · 1 bath,48311054,Ruth,Centro,Sol,40.41602,-3.70478,Entire home/apt,150,1,40,2023-06-04,0.57,1,233,22,0.36164383561643837
2761,15695955,Rental unit in Madrid · ★4.62 · 1 bedroom · 1 bed · 1 bath,77420214,Presidence Rentals,Centro,Justicia,40.42658,-3.701,Entire home/apt,207,1,55,2023-03-15,0.69,19,2,17,0.9945205479452055
2762,16014357,Rental unit in Madrid · ★4.92 · Studio · 1 bed · 1 bath,56195761,Alfonso,Centro,Palacio,40.41648,-3.71166,Entire home/apt,79,21,126,2023-04-19,1.59,4,337,21,0.07671232876712329
2764,15699545,Rental unit in Madrid · ★4.66 · 1 bedroom · 1 bed · 1 shared bath,101364436,Glo,Chamberí,Almagro,40.42738578867682,-3.692382347384177,Private room,87,2,75,2023-05-21,0.93,2,125,18,0.6575342465753424
2765,16023495,Rental unit in Madrid · ★4.67 · 1 bedroom · 1 bed · 1 bath,104222561,Tom & Jack,Centro,Universidad,40.42457,-3.70215,Entire home/apt,107,1,161,2023-05-29,2.02,1,53,27,0.8547945205479452
2766,15699859,Rental unit in Madrid · ★4.69 · 5 bedrooms · 8 beds · 2.5 baths,66868893,Casa Mia,Centro,Embajadores,40.41354,-3.70361,Entire home/apt,583,3,124,2023-06-07,1.57,1,244,19,0.3315068493150685
2767,15705280,Loft in Madrid · ★4.52 · Studio · 2 beds · 1 bath,12230900,Anabela’s Support Team,Centro,Universidad,40.42528,-3.7039,Entire home/apt,73,3,194,2023-05-23,2.41,2,118,50,0.6767123287671233
2768,16024004,Rental unit in Madrid · ★4.41 · 3 bedrooms · 3 beds · 2 baths,104227989,Josefa,Centro,Justicia,40.42414,-3.69964,Entire home/apt,236,1,150,2023-05-31,1.9,1,325,21,0.1095890410958904
2769,15711809,Rental unit in Madrid · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,101364436,Glo,Chamberí,Almagro,40.42607,-3.69217,Private room,52,1,404,2023-06-04,5.05,2,183,81,0.4986301369863014
2770,16024977,Rental unit in Madrid · ★4.0 · 3 bedrooms · 4 beds · 1 bath,97072466,Miyas Inmuebles Y Antigüedades,Arganzuela,Palos de Moguer,40.40347,-3.69572,Entire home/apt,180,2,3,2022-07-11,0.15,5,296,1,0.18904109589041096
2771,15713797,Home in Madrid · ★4.86 · 1 bedroom · 1 bed · 1 bath,5876034,Jose,Tetuán,Valdeacederas,40.46378,-3.69675,Private room,59,3,7,2022-10-07,0.1,2,81,1,0.7780821917808219
2774,16025541,Rental unit in Madrid · ★4.79 · 1 bedroom · 1 bed · 1 bath,82169126,Javi,Carabanchel,San Isidro,40.40056,-3.72222,Entire home/apt,99,20,40,2023-05-20,0.5,2,82,3,0.7753424657534247
2775,15717342,Rental unit in Madrid · ★4.67 · 2 bedrooms · 2 beds · 1 bath,40294587,Iván,Puente de Vallecas,Numancia,40.39697,-3.66581,Entire home/apt,99,7,3,2023-01-31,0.04,3,310,1,0.1506849315068493
2776,16036174,Rental unit in Madrid · ★4.78 · 1 bedroom · 1 bed · 1 bath,22323527,Luke,Chamberí,Gaztambide,40.43229,-3.71549,Entire home/apt,53,1,376,2023-06-02,4.72,1,2,63,0.9945205479452055
2779,16040928,Rental unit in Madrid · ★4.80 · 1 bedroom · 1 bed · 1 bath,2864064,Oscar Vanessa Mica Y Julia,Centro,Embajadores,40.41183,-3.69945,Entire home/apt,122,1,274,2023-06-01,3.46,20,348,48,0.04657534246575343
2780,15728951,Rental unit in Madrid · ★4.81 · 1 bedroom · 2 beds · 1 bath,16666103,Sergio,Centro,Embajadores,40.41219,-3.70555,Entire home/apt,147,3,285,2023-05-21,3.55,7,159,48,0.5643835616438356
2781,15736028,Rental unit in Madrid · ★4.90 · 1 bedroom · 2 beds · 1 bath,5795235,Elise,Centro,Embajadores,40.40786,-3.70223,Entire home/apt,84,3,88,2023-06-05,1.1,1,10,22,0.9726027397260274
2782,16050778,Loft in Madrid · ★4.50 · 1 bedroom · 2 beds · 2 baths,27027308,Raul,Vicálvaro,Casco Histórico de Vicálvaro,40.40247,-3.59235,Entire home/apt,69,3,297,2023-06-04,3.85,1,328,34,0.10136986301369863
2783,16051714,Rental unit in Madrid · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,104512277,Rebeca,Ciudad Lineal,Pueblo Nuevo,40.42779,-3.64134,Private room,24,2,256,2023-05-20,3.22,2,348,41,0.04657534246575343
2784,15749137,Rental unit in Madrid · ★4.86 · 2 bedrooms · 4 beds · 2 baths,505981,Fernando,Centro,Embajadores,40.41039806861309,-3.707476979419824,Entire home/apt,197,2,206,2023-06-05,2.6,3,120,28,0.6712328767123288
2787,16064559,Rental unit in Madrid · ★4.73 · 2 bedrooms · 4 beds · 1 bath,29053317,Doris,Centro,Sol,40.41562,-3.70649,Entire home/apt,168,2,153,2023-06-03,1.92,3,289,50,0.20821917808219179
2788,15754269,Rental unit in Madrid · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,92410628,Sergio,Barajas,Casco Histórico de Barajas,40.47433,-3.57532,Private room,21,1,271,2022-09-24,3.37,2,233,6,0.36164383561643837
2789,15757008,Rental unit in Madrid · ★4.88 · 2 bedrooms · 3 beds · 2 baths,596469,Gabriel Avalos,Chamberí,Almagro,40.43744,-3.69767,Entire home/apt,176,1,41,2023-06-06,0.55,23,0,7,1.0
2790,16083758,Rental unit in Madrid · ★4.40 · 2 bedrooms · 3 beds · 1 bath,104821476,David,Salamanca,Lista,40.4305,-3.67598,Entire home/apt,99,3,68,2023-04-30,0.86,1,47,10,0.8712328767123287
2791,16090670,Rental unit in Madrid · ★4.91 · 3 bedrooms · 4 beds · 2 baths,94914522,Jorge,Centro,Embajadores,40.4097,-3.69599,Entire home/apt,414,3,48,2023-04-11,0.61,2,0,2,1.0
2797,15768899,Rental unit in Madrid · ★4.60 · 1 bedroom · 1 bed · 1 bath,101759198,Lucio,Salamanca,Goya,40.42422,-3.67839,Entire home/apt,49,4,70,2023-05-28,1.53,1,92,36,0.7479452054794521
2799,15772040,Loft in Madrid · ★4.93 · Studio · 2 beds · 1 bath,46533685,Alicia  Y Juan,Centro,Embajadores,40.41034,-3.70633,Entire home/apt,120,6,58,2023-01-22,0.74,3,30,18,0.9178082191780822
2801,16134982,Rental unit in Madrid · ★4.77 · 1 bedroom · 3 beds · 1 bath,8028369,RentaElite,Centro,Sol,40.41962,-3.70386,Entire home/apt,142,1,208,2023-06-06,2.62,2,357,66,0.021917808219178082
2803,15782455,Rental unit in Madrid · ★4.74 · 1 bedroom · 1 bed · 1.5 shared baths,99994045,Amanda,Arganzuela,Imperial,40.40461,-3.71299,Private room,53,3,50,2023-05-04,0.67,1,68,4,0.8136986301369863
2805,15793895,Chalet in Madrid · ★4.91 · 2 bedrooms · 1 bed · 1.5 shared baths,102178224,Ana María,Fuencarral - El Pardo,Peñagrande,40.4852,-3.73425,Private room,47,2,95,2023-06-05,1.19,1,79,18,0.7835616438356164
2806,15794636,Rental unit in Madrid · ★4.76 · 2 bedrooms · 3 beds · 1 bath,14573633,Co Javier,Latina,Lucero,40.40393,-3.7481,Entire home/apt,130,1,45,2023-01-03,0.57,6,108,5,0.7041095890410959
2807,16144069,Rental unit in Madrid · ★4.36 · Studio · 1 bed · 1 bath,105344430,Jorge,Centro,Palacio,40.41845,-3.70868,Entire home/apt,69,2,454,2023-06-08,5.76,24,211,67,0.42191780821917807
2808,15795938,Rental unit in Madrid · ★4.63 · 1 bedroom · 4 beds · 1 bath,102195112,Virginia,Moncloa - Aravaca,Casa de Campo,40.42407,-3.72487,Entire home/apt,112,1,137,2023-05-28,1.71,1,250,24,0.3150684931506849
2809,16144253,Rental unit in Madrid · ★4.41 · Studio · 1 bed · 1 bath,105344430,Jorge,Centro,Sol,40.4169,-3.70838,Entire home/apt,68,3,426,2023-06-08,5.41,24,213,71,0.41643835616438357
2811,16144315,Rental unit in Madrid · ★4.34 · Studio · 1 bed · 1 bath,105344430,Jorge,Centro,Sol,40.41751,-3.70666,Entire home/apt,68,3,409,2023-06-07,5.17,24,185,66,0.4931506849315068
2812,16144353,Rental unit in Madrid · ★4.26 · Studio · 2 beds · 1 bath,105344430,Jorge,Centro,Sol,40.41814,-3.70655,Entire home/apt,73,2,386,2023-06-07,4.92,24,176,72,0.5178082191780822
2813,15825062,Floor in Madrid · ★4.38 · 1 bedroom · 1 bed · 1 bath,5144517,Fernando Swindontravelers,Salamanca,Castellana,40.42937,-3.68681,Entire home/apt,122,4,136,2023-05-22,1.7,9,337,22,0.07671232876712329
2814,16146747,Rental unit in Madrid · ★4.73 · 1 bedroom · 1 bed · 1 bath,82169126,Javi,Carabanchel,San Isidro,40.40168,-3.72281,Entire home/apt,99,20,40,2023-03-29,0.51,2,70,6,0.8082191780821918
2816,16146904,Rental unit in Madrid · ★4.76 · 1 bedroom · 1 bed · 1 bath,20426538,David,Centro,Embajadores,40.40976,-3.70471,Entire home/apt,93,3,181,2023-05-23,2.28,1,321,35,0.12054794520547946
2817,15841225,Rental unit in Madrid · ★4.71 · 3 bedrooms · 6 beds · 3 baths,26949088,Cristina,Centro,Justicia,40.42713,-3.6979,Entire home/apt,368,2,103,2023-05-01,1.29,3,319,22,0.12602739726027398
2819,15842767,Condo in Madrid · ★4.68 · 1 bedroom · 1 bed · 1 bath,102614390,Mariana,Latina,Aluche,40.39508,-3.75886,Private room,30,3,53,2023-05-07,0.66,1,361,10,0.010958904109589041
2820,15844235,Rental unit in Madrid · ★5.0 · 2 bedrooms · 3 beds · 1 bath,14157543,Maria,Chamberí,Trafalgar,40.42888,-3.69903,Entire home/apt,290,2,35,2023-05-01,0.44,1,361,2,0.010958904109589041
2821,16151975,Rental unit in Madrid · ★4.96 · 1 bedroom · 1 bed · 1 bath,105415029,Raquel,Centro,Palacio,40.41703,-3.71013,Entire home/apt,159,6,26,2023-05-27,0.33,1,0,11,1.0
2822,15856891,Rental unit in Madrid · ★4.56 · 1 bedroom · 1 bed · 1.5 shared baths,40680770,Danny,Latina,Cármenes,40.40215,-3.74211,Private room,27,30,50,2023-05-28,0.62,1,344,1,0.057534246575342465
2823,16152185,Rental unit in Madrid · ★4.81 · 2 bedrooms · 2 beds · 1 bath,105412806,Florencia,Centro,Justicia,40.42142,-3.69658,Entire home/apt,56,3,332,2023-03-19,4.19,1,231,39,0.36712328767123287
2824,16153065,Rental unit in Madrid · ★4.90 · 1 bedroom · 1 bed · 1.5 shared baths,9205789,Alfonso,Centro,Palacio,40.41254,-3.712331,Private room,63,3,126,2023-06-03,1.59,3,200,16,0.4520547945205479
2826,16154079,Rental unit in Madrid · ★4.79 · 2 bedrooms · 2 beds · 2 baths,34217435,Luis,Centro,Justicia,40.42141,-3.69927,Entire home/apt,129,2,313,2023-05-24,3.96,13,244,47,0.3315068493150685
2827,15862047,Loft in Madrid · ★4.25 · 2 bedrooms · 2 beds · 1 bath,34945448,José Manuel,Latina,Puerta del Angel,40.40849,-3.73931,Entire home/apt,89,7,8,2023-06-05,0.73,1,60,8,0.8356164383561644
2829,16160117,Loft in Madrid · ★4.90 · 1 bedroom · 2 beds · 1 bath,7280945,Tobias,Centro,Cortes,40.41597,-3.70105,Entire home/apt,148,4,41,2023-06-05,0.52,5,260,30,0.2876712328767123
2830,15864087,Rental unit in Madrid · ★4.40 · 1 bedroom · 2 beds · 1 bath,99018982,Juan Y Bea,Centro,Universidad,40.42409,-3.70944,Entire home/apt,260,1,15,2023-02-05,0.19,61,342,2,0.06301369863013699
2834,15878783,Rental unit in Madrid · ★4.86 · 1 bedroom · 1 bed · 1 bath,24230477,Valdeazores,Centro,Cortes,40.41434,-3.6941,Entire home/apt,155,3,109,2023-06-04,1.37,1,230,22,0.3698630136986301
2837,15891791,Rental unit in Madrid · ★4.76 · 2 bedrooms · 3 beds · 2 baths,8647044,Carmen,Centro,Embajadores,40.41239,-3.70304,Entire home/apt,190,1,37,2023-04-12,0.59,8,303,22,0.16986301369863013
2838,15892938,Rental unit in Madrid · ★4.63 · 1 bedroom · 2 beds · 1 bath,77420214,Presidence Rentals,Salamanca,Castellana,40.43448,-3.6876,Entire home/apt,198,1,68,2023-01-04,0.86,19,348,14,0.04657534246575343
2839,15895803,Rental unit in Madrid · ★4.80 · 1 bedroom · 1 bed · 1 bath,6408349,María,Arganzuela,Acacias,40.4043,-3.71177,Private room,45,2,100,2022-12-13,1.25,3,195,5,0.4657534246575342
2841,16261002,Rental unit in Madrid · ★4.86 · 1 bedroom · 2 beds · 1.5 baths,7592820,Marta,Salamanca,Lista,40.42973,-3.67223,Entire home/apt,136,1,7,2022-07-27,0.09,1,0,1,1.0
2842,16183675,Rental unit in Madrid · ★4.89 · 1 bedroom · 1 bed · 1 bath,50648232,Lina,Centro,Embajadores,40.4117,-3.70505,Entire home/apt,89,3,296,2023-06-07,3.74,5,83,64,0.7726027397260274
2845,16184158,Serviced apartment in Madrid · ★4.60 · 1 bedroom · 1 bed · 1 bath,31772865,Roomspace,Fuencarral - El Pardo,Valverde,40.50441,-3.67284,Entire home/apt,214,3,10,2023-05-17,0.13,33,74,1,0.7972602739726027
2846,16270115,Loft in Madrid · ★4.73 · 4 bedrooms · 2 beds · 2 baths,33049567,José Luis,Centro,Palacio,40.40902,-3.71051,Entire home/apt,186,12,45,2023-05-30,0.58,7,61,6,0.8328767123287671
2847,16185242,Home in Madrid · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,13633294,Natalia,Latina,Aluche,40.39476,-3.76323,Private room,23,3,23,2022-10-27,0.3,1,36,5,0.9013698630136986
2849,16282155,Rental unit in Madrid · ★4.22 · 1 bedroom · 1 bed · 1 shared bath,36618530,Freddy,Chamberí,Trafalgar,40.4329,-3.70199,Private room,34,2,9,2023-04-27,0.11,1,31,5,0.915068493150685
2850,16186831,Rental unit in Madrid · ★4.92 · 1 bedroom · 1 bed · 2 baths,23849920,Emma,Centro,Universidad,40.4265,-3.71152,Entire home/apt,96,90,13,2022-10-10,0.17,8,256,1,0.29863013698630136
2851,16286152,Rental unit in Madrid · ★4.75 · 1 bedroom · 4 beds · 1 bath,106532211,Fernando,Chamartín,Prosperidad,40.44339,-3.66868,Entire home/apt,86,3,73,2023-05-18,0.94,1,128,10,0.6493150684931507
2852,16199300,Rental unit in Madrid · ★4.35 · 1 bedroom · 1 bed · 1.5 baths,105797031,Tania,Centro,Cortes,40.41136,-3.697,Entire home/apt,90,3,96,2023-05-04,1.22,2,76,8,0.7917808219178082
2853,16286535,Rental unit in Madrid · ★4.80 · 4 bedrooms · 6 beds · 2 baths,79020953,Isabel,Centro,Sol,40.41592,-3.70685,Entire home/apt,318,1,288,2023-06-07,3.64,5,151,26,0.5863013698630137
2854,16203444,Rental unit in Madrid · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,105833157,Jose,Carabanchel,Vista Alegre,40.3826,-3.74347,Private room,20,1,153,2022-12-23,2.1,2,0,20,1.0
2855,16204437,Rental unit in Madrid · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,105833157,Jose,Carabanchel,Vista Alegre,40.38238,-3.74359,Private room,19,1,133,2023-01-10,2.08,2,65,5,0.821917808219178
2856,16287124,Rental unit in Madrid · ★4.98 · 1 bedroom · 3 beds · 1 shared bath,86101175,Gerson,Barajas,Alameda de Osuna,40.45684,-3.58797,Private room,36,1,47,2023-04-28,0.6,2,327,18,0.10410958904109589
2857,16204754,Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,105847696,Alicia,Arganzuela,Palos de Moguer,40.40536,-3.69141,Entire home/apt,90,30,19,2023-05-29,0.27,1,108,5,0.7041095890410959
2860,16213864,Rental unit in Madrid · ★4.74 · Studio · 1 bed · 1 bath,8321213,Paula,Centro,Cortes,40.41176,-3.69557,Entire home/apt,89,1,571,2023-06-01,7.2,29,222,97,0.3917808219178082
2861,16217850,Rental unit in Madrid · ★4.72 · 1 bedroom · 2 beds · 1 bath,1819849,S28,Chamberí,Gaztambide,40.43318,-3.71337,Entire home/apt,80,4,142,2023-05-24,1.8,3,126,29,0.6547945205479452
2868,16236943,Rental unit in Madrid · ★4.79 · Studio · 2 beds · 1 bath,2508886,Elstead,Centro,Palacio,40.42088,-3.70719,Entire home/apt,197,2,217,2023-05-25,2.77,2,349,29,0.043835616438356165
2869,16309813,Rental unit in Madrid · ★4.74 · 2 bedrooms · 3 beds · 1 bath,106722925,Valerio,Centro,Universidad,40.42088,-3.70472,Entire home/apt,123,2,348,2023-05-25,4.54,1,246,67,0.32602739726027397
2871,16320249,Rental unit in Madrid · ★4.86 · 1 bedroom · 2 beds · 1 bath,3664479,Francesca,Centro,Embajadores,40.41157,-3.70159,Entire home/apt,126,3,90,2023-06-02,1.14,1,191,10,0.4767123287671233
2872,16253767,Rental unit in Madrid · ★4.53 · 1 bedroom · 1 bed · 1 bath,29472701,Julian,Centro,Justicia,40.42347,-3.69377,Entire home/apt,105,3,16,2023-05-29,0.2,1,311,3,0.14794520547945206
2873,16320318,Rental unit in Madrid · ★4.79 · 1 bedroom · 2 beds · 2 baths,96436426,Tristan,Centro,Universidad,40.42657,-3.70555,Entire home/apt,126,1,29,2023-05-08,0.78,6,140,12,0.6164383561643836
2877,16320453,Rental unit in Madrid · ★4.58 · 1 bedroom · 2 beds · 1 bath,96436426,Tristan,Centro,Universidad,40.42427,-3.70573,Entire home/apt,132,1,12,2022-10-09,0.33,6,142,2,0.6109589041095891
2878,16257041,Rental unit in Madrid · ★4.61 · Studio · 3 beds · 1 bath,51828290,Ramon,Usera,Almendrales,40.38554,-3.70331,Entire home/apt,48,7,18,2023-02-12,0.25,21,107,3,0.7068493150684931
2879,16320740,Serviced apartment in Madrid · ★5.0 · 2 bedrooms · 3 beds · 1 bath,96436426,Tristan,Centro,Universidad,40.42622,-3.70543,Hotel room,207,1,5,2023-03-26,0.12,6,107,1,0.7068493150684931
2880,16332853,Rental unit in Madrid · ★5.0 · 2 bedrooms · 2 beds · 1 bath,6271519,Luz,Centro,Universidad,40.42704,-3.71245,Entire home/apt,160,28,11,2023-05-31,0.15,2,315,1,0.136986301369863
2881,16257091,Rental unit in Pozuelo de Alarcón · ★4.94 · 1 bedroom · 1 bed · 1 private bath,45522310,Pepa,Moncloa - Aravaca,Aravaca,40.44526,-3.786,Private room,65,2,73,2023-06-05,0.93,1,152,7,0.5835616438356165
2882,16257550,Rental unit in Madrid · ★4.90 · 2 bedrooms · 4 beds · 1 bath,41604848,Marta Dalmau,Centro,Embajadores,40.40872,-3.69895,Entire home/apt,94,3,178,2023-06-05,2.27,1,99,29,0.7287671232876712
2883,16335316,Condo in Madrid · ★4.93 · 2 bedrooms · 4 beds · 2 baths,57011514,Nacho,Chamartín,Nueva España,40.45871,-3.67296,Entire home/apt,201,3,114,2023-01-01,1.46,2,0,11,1.0
2884,16670554,Rental unit in Madrid · ★4.99 · 1 bedroom · 2 beds · 1 bath,47607603,Anabel,Centro,Palacio,40.42171,-3.71042,Entire home/apt,8648,3,236,2023-05-24,3.09,3,4,65,0.989041095890411
2885,16342266,Rental unit in Madrid · ★4.74 · 2 bedrooms · 4 beds · 1 bath,3233170,Antonio,Arganzuela,Palos de Moguer,40.40507,-3.69691,Entire home/apt,134,3,201,2023-06-07,2.56,6,59,40,0.8383561643835616
2888,16347537,Condo in Madrid · ★4.68 · 1 bedroom · 1 bed · 1 bath,14324611,Juan,Centro,Universidad,40.42399,-3.70761,Entire home/apt,74,3,313,2023-06-08,4.01,2,148,52,0.5945205479452055
2889,16675905,Rental unit in Madrid · ★4.60 · 2 bedrooms · 3 beds · 1 bath,69009447,Ricardo,Centro,Embajadores,40.40621,-3.70227,Entire home/apt,101,1,694,2023-06-06,9.01,5,84,88,0.7698630136986301
2890,16347812,Rental unit in Madrid · ★4.74 · 1 bedroom · 1 bed · 1 bath,105024501,Sara Lorena,Salamanca,Recoletos,40.42246,-3.68515,Entire home/apt,156,14,53,2023-05-02,0.68,10,144,5,0.6054794520547945
2891,16687146,Rental unit in Madrid  · ★4.77 · 1 bedroom · 1 bed · 1.5 shared baths,104512277,Rebeca,Ciudad Lineal,Pueblo Nuevo,40.42731,-3.64218,Private room,22,2,247,2023-05-24,3.17,2,340,58,0.0684931506849315
2892,16351892,Rental unit in Madrid · ★4.83 · 1 bedroom · 2 beds · 1 bath,95974436,Primavera,Centro,Embajadores,40.40843,-3.69977,Entire home/apt,75,20,80,2023-06-01,1.05,2,291,10,0.20273972602739726
2894,16356985,Home in Madrid · ★4.61 · 1 bedroom · 1 bed · 1 bath,107112737,Rafael,Centro,Universidad,40.42102,-3.70205,Entire home/apt,113,1,169,2023-05-22,2.15,2,271,24,0.25753424657534246
2895,16700580,Rental unit in Madrid · ★4.84 · Studio · 2 beds · 1.5 baths,5330387,Fernando,Centro,Embajadores,40.40748,-3.70308,Entire home/apt,61,2,128,2023-05-26,1.65,1,186,50,0.4904109589041096
2896,16358501,Rental unit in Madrid · ★4.67 · 1 bedroom · 1 bed · 1 bath,107112737,Rafael,Centro,Universidad,40.42264,-3.7026,Entire home/apt,99,1,134,2023-06-02,1.71,2,268,26,0.26575342465753427
